UWI,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cement Amount,Cement Type,Cement Unit
100/15-09-098-09W6/00,DEVELOPMENT,Vertical,WATT MTN FM,,CHINCHAGA,,20010206,2464,0,20010307,BEAVER DRILLING LTD.,,,,Abandoned & Whipstocked,549.95,271.5,PRIMARY,,,,2367,SLAVE POINT FM,,,,140,AB7,High Level,,,,20090122,,,20010305,815.3,,,,,,,,,,,,,,,,,0247127,,,,,,,,37,CLASS G NEAT,Tonnes
100/15-09-098-09W6/00,DEVELOPMENT,Vertical,WATT MTN FM,,CHINCHAGA,,20010206,2464,0,20010307,BEAVER DRILLING LTD.,,,,Abandoned & Whipstocked,549.95,271.5,PRIMARY,,,,2367,SLAVE POINT FM,,,,140,AB7,High Level,,,,20090122,,,20010305,815.3,,,,,,,,,,,,,,,,,0247127,,,,,,,,35.8,LIGHT WEIGHT,Tonnes
100/15-09-098-09W6/00,DEVELOPMENT,Vertical,WATT MTN FM,,CHINCHAGA,,20010206,2464,0,20010307,BEAVER DRILLING LTD.,,,,Abandoned & Whipstocked,549.95,271.5,PRIMARY,,,,2367,SLAVE POINT FM,,,,140,AB7,High Level,,,,20090122,,,20010305,815.3,,,,,,,,,,,,,,,,,0247127,,,,,,,,10,CLASS G NEAT,Tonnes
102/16-34-038-02W4/02,DEEPER-POOLTEST,Vertical,PALEOZOIC ERA,PROVOST MCLAREN H,PROVOST,,20041117,835,0,20041121,CHAMPION DRILLING INC.,5,,20120101,Abandoned Gas,364.28,318.3,PRIMARY,,703,698,827,LEDUC FM,18819.674,MCLAREN H,YES,280,AB4,Medicine Hat,0,1082.4764,0,20190808,0,172.1,20041119,678.7,511.24,,14.99,20.8,,3.21,88.14,3.59,,0,0,,,,,,0318632,5,0,,3090.9,109154.1,,0,5,CLASS G NEAT,Tonnes
102/16-34-038-02W4/02,DEEPER-POOLTEST,Vertical,PALEOZOIC ERA,PROVOST MCLAREN H,PROVOST,,20041117,835,0,20041121,CHAMPION DRILLING INC.,5,,20120101,Abandoned Gas,364.28,318.3,PRIMARY,,703,698,827,LEDUC FM,18819.674,MCLAREN H,YES,280,AB4,Medicine Hat,0,1082.4764,0,20190808,0,172.1,20041119,678.7,511.24,,14.99,20.8,,3.21,88.14,3.59,,0,0,,,,,,0318632,5,0,,3090.9,109154.1,,0,20,GPSL/GPCEM/THX,Tonnes
100/10-13-027-19W4/00,DEVELOPMENT,Vertical,BASAL QUARTZ SD,,WAYNE-ROSEDALE,,20031117,1356,0,20031120,PRECISION DRILLING CORPORATION,,,,Abandoned,485.48,368.4,PRIMARY,Waterflood,,,1321.76,ELLERSLIE MBR,,,,140,AB3,Calgary/Edmonton,,,,20121012,,,20031119,850.7,,,,,,,,,,,,,,,,,0294871,1,,,,,,,12,CLASS G NEAT,Tonnes
100/10-13-027-19W4/00,DEVELOPMENT,Vertical,BASAL QUARTZ SD,,WAYNE-ROSEDALE,,20031117,1356,0,20031120,PRECISION DRILLING CORPORATION,,,,Abandoned,485.48,368.4,PRIMARY,Waterflood,,,1321.76,ELLERSLIE MBR,,,,140,AB3,Calgary/Edmonton,,,,20121012,,,20031119,850.7,,,,,,,,,,,,,,,,,0294871,1,,,,,,,21,GPSL/GPCEM/THX,Tonnes
100/16-31-038-16W4/00,DEVELOPMENT,Vertical,PALEOZOIC ERA,HALKIRK GLAUCONITIC D,HALKIRK,,19940902,1260,0,19940909,SEDCO DRILLING,7,,20021101,Abandoned Zone Gas,479.86,332.1,PRIMARY,,1203,1196,1235,WABAMUN GRP,209806.4,GLAUCONITIC D,YES,BWL,AB5,Calgary/Edmonton,0,509.47467,61.640144,,9.8,81,19940906,808.2,1175.31,0.7,0.37,61.47,0.67,0.32,203.34,11.27,,0,0,,,,,,0169665,9,0,,34448,1216519.6,,0,13,CLASS G NEAT,Tonnes
100/16-31-038-16W4/00,DEVELOPMENT,Vertical,PALEOZOIC ERA,HALKIRK GLAUCONITIC D,HALKIRK,,19940902,1260,0,19940909,SEDCO DRILLING,7,,20021101,Abandoned Zone Gas,479.86,332.1,PRIMARY,,1203,1196,1235,WABAMUN GRP,209806.4,GLAUCONITIC D,YES,BWL,AB5,Calgary/Edmonton,0,509.47467,61.640144,,9.8,81,19940906,808.2,1175.31,0.7,0.37,61.47,0.67,0.32,203.34,11.27,,0,0,,,,,,0169665,9,0,,34448,1216519.6,,0,23.4,1:1:2 POZ,Tonnes
100/16-31-038-16W4/00,DEVELOPMENT,Vertical,PALEOZOIC ERA,HALKIRK GLAUCONITIC D,HALKIRK,,19940902,1260,0,19940909,SEDCO DRILLING,7,,20021101,Abandoned Zone Gas,479.86,332.1,PRIMARY,,1203,1196,1235,WABAMUN GRP,209806.4,GLAUCONITIC D,YES,BWL,AB5,Calgary/Edmonton,0,509.47467,61.640144,,9.8,81,19940906,808.2,1175.31,0.7,0.37,61.47,0.67,0.32,203.34,11.27,,0,0,,,,,,0169665,9,0,,34448,1216519.6,,0,5,CLASS G NEAT,Tonnes
100/09-08-019-16W4/00,DEVELOPMENT,Deviated,MISSISSIPPIAN SYSTEM,COUNTESS COMMINGLED MFP9501,COUNTESS,,19841118,1180,1149.25,19841201,PRECISION DRILLING CORPORATION,3,,19971201,Abandoned Crude Oil,560.36,219.9,PRIMARY,Waterflood,1120.5,1118,1174,PEKISKO FM,361210.62,BELLY RIVER D4D,,BWL,AB3,Calgary/Edmonton,0,2119259.2,295768.28,20141114,47023.4,336935.3,19841129,776.3,7.38,33.17,70,3.07,0.46,401.89,34.44,0.99,,0,0,,,2,,,0110724,2,0,,10748.1,379565.56,,0,21,CLASS G NEAT,Tonnes
100/09-08-019-16W4/00,DEVELOPMENT,Deviated,MISSISSIPPIAN SYSTEM,COUNTESS COMMINGLED MFP9501,COUNTESS,,19841118,1180,1149.25,19841201,PRECISION DRILLING CORPORATION,3,,19971201,Abandoned Crude Oil,560.36,219.9,PRIMARY,Waterflood,1120.5,1118,1174,PEKISKO FM,361210.62,BELLY RIVER D4D,,BWL,AB3,Calgary/Edmonton,0,2119259.2,295768.28,20141114,47023.4,336935.3,19841129,776.3,7.38,33.17,70,3.07,0.46,401.89,34.44,0.99,,0,0,,,2,,,0110724,2,0,,10748.1,379565.56,,0,36.5,CLASS G NEAT,Tonnes
100/09-08-019-16W4/00,DEVELOPMENT,Deviated,MISSISSIPPIAN SYSTEM,COUNTESS COMMINGLED MFP9501,COUNTESS,,19841118,1180,1149.25,19841201,PRECISION DRILLING CORPORATION,3,,19971201,Abandoned Crude Oil,560.36,219.9,PRIMARY,Waterflood,1120.5,1118,1174,PEKISKO FM,361210.62,BELLY RIVER D4D,,BWL,AB3,Calgary/Edmonton,0,2119259.2,295768.28,20141114,47023.4,336935.3,19841129,776.3,7.38,33.17,70,3.07,0.46,401.89,34.44,0.99,,0,0,,,2,,,0110724,2,0,,10748.1,379565.56,,0,17,CLASS G NEAT,Tonnes
100/13-35-014-13W4/00,DEVELOPMENT,Vertical,SECOND WHITE SPECKS,ALDERSON COMMINGLED MFP9501,ALDERSON,,19931102,651,0,19931103,DRIMATIC DRILLING LTD,342,,20130901,Abandoned Gas,513.5,234.6,PRIMARY,,604.5,263,591.91,SECOND WHITE SPECKS,1510.0065,BELLY RIVER G,YES,BWL,AB3,Medicine Hat,0,934.6659,0,20131025,0,148.6,19931103,744.6,18.31,,8.5,0.27,,2.49,3.16,0.05,,0,0,,,,,,0158258,11,0,,248,8758.037,,0,3,CLASS A NEAT,Tonnes
100/13-35-014-13W4/00,DEVELOPMENT,Vertical,SECOND WHITE SPECKS,ALDERSON COMMINGLED MFP9501,ALDERSON,,19931102,651,0,19931103,DRIMATIC DRILLING LTD,342,,20130901,Abandoned Gas,513.5,234.6,PRIMARY,,604.5,263,591.91,SECOND WHITE SPECKS,1510.0065,BELLY RIVER G,YES,BWL,AB3,Medicine Hat,0,934.6659,0,20131025,0,148.6,19931103,744.6,18.31,,8.5,0.27,,2.49,3.16,0.05,,0,0,,,,,,0158258,11,0,,248,8758.037,,0,12,CLASS G NEAT,Tonnes
105/03-31-038-16W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,HALKIRK GLAUCONITIC A,HALKIRK,,19960903,1260,1240.7,19960908,PRECISION DRILLING CORPORATION,6,,19981001,Abandoned Crude Oil,471,341.9,WATER FLOOD,Waterflood,1208,1202,1192,GLAUCONITIC SS,8076.674,GLAUCONITIC A,,BWL,AB5,Calgary/Edmonton,0,373.61475,4589.046,20190315,729.6,59.4,19960907,808.9,36.26,23.35,1.35,13.21,1.92,0.11,29.6,4.2,,0,0,,48,8,8871,48,0190561,4,0,,572.8,20228.24,,0,16,CLASS G NEAT,Tonnes
105/03-31-038-16W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,HALKIRK GLAUCONITIC A,HALKIRK,,19960903,1260,1240.7,19960908,PRECISION DRILLING CORPORATION,6,,19981001,Abandoned Crude Oil,471,341.9,WATER FLOOD,Waterflood,1208,1202,1192,GLAUCONITIC SS,8076.674,GLAUCONITIC A,,BWL,AB5,Calgary/Edmonton,0,373.61475,4589.046,20190315,729.6,59.4,19960907,808.9,36.26,23.35,1.35,13.21,1.92,0.11,29.6,4.2,,0,0,,48,8,8871,48,0190561,4,0,,572.8,20228.24,,0,31.6,1:1:2 POZ,Tonnes
105/03-31-038-16W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,HALKIRK GLAUCONITIC A,HALKIRK,,19960903,1260,1240.7,19960908,PRECISION DRILLING CORPORATION,6,,19981001,Abandoned Crude Oil,471,341.9,WATER FLOOD,Waterflood,1208,1202,1192,GLAUCONITIC SS,8076.674,GLAUCONITIC A,,BWL,AB5,Calgary/Edmonton,0,373.61475,4589.046,20190315,729.6,59.4,19960907,808.9,36.26,23.35,1.35,13.21,1.92,0.11,29.6,4.2,,0,0,,48,8,8871,48,0190561,4,0,,572.8,20228.24,,0,6.6,CLASS G NEAT,Tonnes
100/08-06-035-09W4/02,DEVELOPMENT,Vertical,VIKING FM,,PROVOST,,19850618,910,0,19850621,CAMARO DRILLING,0,,20031201,Abandoned Gas,367.1,407.4,PRIMARY,,301,300.6,909,JOLI FOU FM,200.92828,,YES,BWL,AB4,Medicine Hat,0,56.608295,0,20161021,0,9,19850620,770.8,33.73,,0.8,0.38,,0.93,5.82,0.07,,0,0,,,,,,0114600,3,0,,33,1165.384,,0,16.2,CLASS A NEAT,Tonnes
100/08-06-035-09W4/02,DEVELOPMENT,Vertical,VIKING FM,,PROVOST,,19850618,910,0,19850621,CAMARO DRILLING,0,,20031201,Abandoned Gas,367.1,407.4,PRIMARY,,301,300.6,909,JOLI FOU FM,200.92828,,YES,BWL,AB4,Medicine Hat,0,56.608295,0,20161021,0,9,19850620,770.8,33.73,,0.8,0.38,,0.93,5.82,0.07,,0,0,,,,,,0114600,3,0,,33,1165.384,,0,13.3,1:1:2 POZ,Tonnes
100/08-06-035-09W4/00,DEVELOPMENT,Vertical,VIKING FM,PROVOST COMMINGLED MFP9515,PROVOST,,19850618,910,0,19850621,CAMARO DRILLING,1,,20020201,Abandoned Zone Crude Oil,367.1,407.4,PRIMARY,Waterflood,891,890,909,JOLI FOU FM,47516.12,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,4856.9917,42804.05,20161021,6805.3,772.2,19850620,770.8,14.72,27.42,0.37,0.15,1.47,1.9,29.96,1.5,,0,0,,,2,,,0114600,3,0,,773.9,27330.021,,0,13.3,1:1:2 POZ,Tonnes
100/08-06-035-09W4/00,DEVELOPMENT,Vertical,VIKING FM,PROVOST COMMINGLED MFP9515,PROVOST,,19850618,910,0,19850621,CAMARO DRILLING,1,,20020201,Abandoned Zone Crude Oil,367.1,407.4,PRIMARY,Waterflood,891,890,909,JOLI FOU FM,47516.12,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,4856.9917,42804.05,20161021,6805.3,772.2,19850620,770.8,14.72,27.42,0.37,0.15,1.47,1.9,29.96,1.5,,0,0,,,2,,,0114600,3,0,,773.9,27330.021,,0,3.7,CLASS G NEAT,Tonnes
100/13-29-071-06W6/00,NEW POOL WILDCAT,Deviated,HARMON MBR,,UNDEFINED,,19910113,1465,1373.7,19910125,PALLISER ENERGY CORP,,,,Abandoned,102.7,567.4,PRIMARY,,,,1443,HARMON MBR,,,,BWL,AB2,Drayton Valley/Grande Prairie,,,,19910125,,,19910123,665.9,,,,,,,,,,,,,,,,,0146606,,,,,,,,25,CLASS G NEAT,Tonnes
100/06-35-022-21W4/02,DEVELOPMENT,Vertical,MEDICINE HAT SD,GLEICHEN COMMINGLED MFP9501,GLEICHEN,,19850509,882,0,19850513,HIPLAINS DRILLING,123,,20220501,Abandoned Gas,422.05,517.3,PRIMARY,,584.5,461.5,837.5,MEDICINE HAT SD,11507.711,EDMONTON A,YES,BWL,AB3,Calgary/Edmonton,0,2488.8782,0,20220524,0,395.7,19850512,936.3,,,,,,,,,,0,0,,,,,,0113760,6,0,,1890,66744.72,,0,8,CLASS G NEAT,Tonnes
100/06-35-022-21W4/02,DEVELOPMENT,Vertical,MEDICINE HAT SD,GLEICHEN COMMINGLED MFP9501,GLEICHEN,,19850509,882,0,19850513,HIPLAINS DRILLING,123,,20220501,Abandoned Gas,422.05,517.3,PRIMARY,,584.5,461.5,837.5,MEDICINE HAT SD,11507.711,EDMONTON A,YES,BWL,AB3,Calgary/Edmonton,0,2488.8782,0,20220524,0,395.7,19850512,936.3,,,,,,,,,,0,0,,,,,,0113760,6,0,,1890,66744.72,,0,12,G + 4 PC GEL,Tonnes
100/06-35-022-21W4/02,DEVELOPMENT,Vertical,MEDICINE HAT SD,GLEICHEN COMMINGLED MFP9501,GLEICHEN,,19850509,882,0,19850513,HIPLAINS DRILLING,123,,20220501,Abandoned Gas,422.05,517.3,PRIMARY,,584.5,461.5,837.5,MEDICINE HAT SD,11507.711,EDMONTON A,YES,BWL,AB3,Calgary/Edmonton,0,2488.8782,0,20220524,0,395.7,19850512,936.3,,,,,,,,,,0,0,,,,,,0113760,6,0,,1890,66744.72,,0,5,CLASS G NEAT,Tonnes
100/08-35-040-11W4/00,NEW POOL WILDCAT,Vertical,PALEOZOIC ERA,PROVOST GLAUCONITIC A,PROVOST,,19910803,991,0,19910808,AKITA DRILLING LTD,5,19961001,20030801,Abandoned Crude Oil,390.77,331.3,PRIMARY,,911,906.5,906.5,ELLERSLIE MBR,12630.817,GLAUCONITIC A,,BWL,AB4,Medicine Hat,0,379354.84,9019.589,20131009,1434,60312.6,19910805,718.3,9.52,23.94,121.44,0.12,0.15,14.72,25.58,0.17,,0,1945592,0,552,6,7514,34,0149602,4,0,0,593.1,20945.129,,12237406,13.4,CLASS A NEAT,Cubic metres
100/08-35-040-11W4/00,NEW POOL WILDCAT,Vertical,PALEOZOIC ERA,PROVOST GLAUCONITIC A,PROVOST,,19910803,991,0,19910808,AKITA DRILLING LTD,5,19961001,20030801,Abandoned Crude Oil,390.77,331.3,PRIMARY,,911,906.5,906.5,ELLERSLIE MBR,12630.817,GLAUCONITIC A,,BWL,AB4,Medicine Hat,0,379354.84,9019.589,20131009,1434,60312.6,19910805,718.3,9.52,23.94,121.44,0.12,0.15,14.72,25.58,0.17,,0,1945592,0,552,6,7514,34,0149602,4,0,0,593.1,20945.129,,12237406,20.7,G + 4 PC GEL,Cubic metres
100/08-35-040-11W4/00,NEW POOL WILDCAT,Vertical,PALEOZOIC ERA,PROVOST GLAUCONITIC A,PROVOST,,19910803,991,0,19910808,AKITA DRILLING LTD,5,19961001,20030801,Abandoned Crude Oil,390.77,331.3,PRIMARY,,911,906.5,906.5,ELLERSLIE MBR,12630.817,GLAUCONITIC A,,BWL,AB4,Medicine Hat,0,379354.84,9019.589,20131009,1434,60312.6,19910805,718.3,9.52,23.94,121.44,0.12,0.15,14.72,25.58,0.17,,0,1945592,0,552,6,7514,34,0149602,4,0,0,593.1,20945.129,,12237406,3,CLASS G NEAT,Cubic metres
100/11-28-038-03W4/00,DEVELOPMENT,Vertical,BASAL BELLY RIVER SD,PROVOST BASAL BELLY RIVER LL,PROVOST,,20030926,250,0,20030926,TRI-CITY DRILLING INC.,1,,20100901,Abandoned Gas,379.7,306.6,PRIMARY,,210.5,209.5,231.47,LEA PARK FM,13686.869,BASAL BELLY RIVER LL,,140,AB4,Medicine Hat,0,10926.659,0,20190315,0,1737.2,20030926,682.2,328.74,,6.01,12.21,,2.31,56.68,2.11,,0,0,,,,,,0292332,1,0,,2247.9,79383.836,,0,10.5,LIGHT WEIGHT,Tonnes
100/02-22-005-05W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,MANYBERRIES SUNBURST Q,MANYBERRIES,,19850501,1136,0,19850505,BLUE-BIRD DRILLING CO LTD,2,19930901,20070901,Abandoned Crude Oil,479.7,527.4,WATER FLOOD,Waterflood,1100,1098,1115,RIERDON FM,113695.234,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,216.99847,106476.43,20201118,16928.4,34.5,19850504,1003.7,18.02,84.63,2.49,19.19,1.02,2.36,87.74,4.33,,0,24.6,0,,2,8568,33,0112853,1,0,0,1185.6,41869.07,,154.72935,13.3,CLASS A NEAT,Tonnes
100/07-02-040-13W4/00,OUTPOST,Vertical,ELLERSLIE MBR,PROVOST ELLERSLIE M4M,PROVOST,,19841004,1006,0,19841008,PRECISION DRILLING CORPORATION,2,,19970701,Abandoned Zone Gas,404.52,304,PRIMARY,,986.2,984,987,WABAMUN GRP,31894.016,ELLERSLIE M4M,,BWL,AB5,Medicine Hat,0,2498.942,0,20171122,0,397.3,19841007,704.5,216.05,,7.42,93.08,,5.47,37.25,16.05,,0,0,,,,,,0109248,3,0,,5238.2,184985.28,,0,22,1:2:8 POZ,Tonnes
100/07-02-040-13W4/00,OUTPOST,Vertical,ELLERSLIE MBR,PROVOST ELLERSLIE M4M,PROVOST,,19841004,1006,0,19841008,PRECISION DRILLING CORPORATION,2,,19970701,Abandoned Zone Gas,404.52,304,PRIMARY,,986.2,984,987,WABAMUN GRP,31894.016,ELLERSLIE M4M,,BWL,AB5,Medicine Hat,0,2498.942,0,20171122,0,397.3,19841007,704.5,216.05,,7.42,93.08,,5.47,37.25,16.05,,0,0,,,,,,0109248,3,0,,5238.2,184985.28,,0,5,CLASS G NEAT,Tonnes
100/06-10-011-20W4/00,OUTPOST,Vertical,FISH SCALE MEMBER,IRON SPRINGS BARONS A,IRON SPRINGS,,19890924,850,0,19890929,BLUE-BIRD DRILLING CO LTD,2,,20090901,Abandoned Gas,565,305.8,PRIMARY,,821,819,835,BASE FISH SCALES MARKER,19794.48,BARONS A,YES,BWL,AB3,Calgary/Edmonton,0,38.367847,0,20211130,0,6.1,19890927,867.4,94.62,,0.17,2.65,,0.04,16.31,0.46,,0,0,,,,,,0140618,1,0,,3251,114807.984,,0,8.3,CLASS G NEAT,Tonnes
100/06-10-011-20W4/00,OUTPOST,Vertical,FISH SCALE MEMBER,IRON SPRINGS BARONS A,IRON SPRINGS,,19890924,850,0,19890929,BLUE-BIRD DRILLING CO LTD,2,,20090901,Abandoned Gas,565,305.8,PRIMARY,,821,819,835,BASE FISH SCALES MARKER,19794.48,BARONS A,YES,BWL,AB3,Calgary/Edmonton,0,38.367847,0,20211130,0,6.1,19890927,867.4,94.62,,0.17,2.65,,0.04,16.31,0.46,,0,0,,,,,,0140618,1,0,,3251,114807.984,,0,22,1:1:2 POZ,Tonnes
100/06-10-011-20W4/00,OUTPOST,Vertical,FISH SCALE MEMBER,IRON SPRINGS BARONS A,IRON SPRINGS,,19890924,850,0,19890929,BLUE-BIRD DRILLING CO LTD,2,,20090901,Abandoned Gas,565,305.8,PRIMARY,,821,819,835,BASE FISH SCALES MARKER,19794.48,BARONS A,YES,BWL,AB3,Calgary/Edmonton,0,38.367847,0,20211130,0,6.1,19890927,867.4,94.62,,0.17,2.65,,0.04,16.31,0.46,,0,0,,,,,,0140618,1,0,,3251,114807.984,,0,5.3,CLASS G NEAT,Tonnes
1A0/05-01-039-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST DINA L,PROVOST,,19920217,935,907.54,19920221,DOLPHIN DRILLING,2,,20130901,Abandoned Crude Oil,377.8,330.8,PRIMARY,,864,862.5,919.8,WOODBEND GRP,79527.766,DINA L,,BWL,AB4,Medicine Hat,0,4611127,78557.22,20181024,12489.6,733110.6,19920220,705,1.94,84.03,91.69,0.77,9,1788.19,84.36,9.13,,0,0,,232,3,5840,27,0151674,1,0,,159.4,5629.1577,,0,15,CLASS A NEAT,Tonnes
1A0/05-01-039-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST DINA L,PROVOST,,19920217,935,907.54,19920221,DOLPHIN DRILLING,2,,20130901,Abandoned Crude Oil,377.8,330.8,PRIMARY,,864,862.5,919.8,WOODBEND GRP,79527.766,DINA L,,BWL,AB4,Medicine Hat,0,4611127,78557.22,20181024,12489.6,733110.6,19920220,705,1.94,84.03,91.69,0.77,9,1788.19,84.36,9.13,,0,0,,232,3,5840,27,0151674,1,0,,159.4,5629.1577,,0,24.5,1:1:2 POZ,Tonnes
1A0/05-01-039-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST DINA L,PROVOST,,19920217,935,907.54,19920221,DOLPHIN DRILLING,2,,20130901,Abandoned Crude Oil,377.8,330.8,PRIMARY,,864,862.5,919.8,WOODBEND GRP,79527.766,DINA L,,BWL,AB4,Medicine Hat,0,4611127,78557.22,20181024,12489.6,733110.6,19920220,705,1.94,84.03,91.69,0.77,9,1788.19,84.36,9.13,,0,0,,232,3,5840,27,0151674,1,0,,159.4,5629.1577,,0,7.7,GPSL/GPCEM/THX,Tonnes
1A0/05-01-039-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST DINA L,PROVOST,,19920217,935,907.54,19920221,DOLPHIN DRILLING,2,,20130901,Abandoned Crude Oil,377.8,330.8,PRIMARY,,864,862.5,919.8,WOODBEND GRP,79527.766,DINA L,,BWL,AB4,Medicine Hat,0,4611127,78557.22,20181024,12489.6,733110.6,19920220,705,1.94,84.03,91.69,0.77,9,1788.19,84.36,9.13,,0,0,,232,3,5840,27,0151674,1,0,,159.4,5629.1577,,0,0.9,FILL ECP,Cubic metres
100/04-03-037-05W4/00,DEEPER-POOLTEST,Vertical,MANNVILLE GRP,PROVOST MCLAREN I,PROVOST,,19980106,954,0,19980119,TRI-CITY DRILLING INC.,1,,20020301,Abandoned Gas,365.4,372.1,PRIMARY,,810,809,930,WINTERBURN GRP,48810.35,MCLAREN I,,BWL,AB4,Medicine Hat,0,31.449055,0,20181101,0,5,19980117,733.2,1017.44,,0.34,10.01,,1.01,175.42,1.73,,0,0,,,,,,0211006,2,0,,8016.5,283100.03,,0,13,CLASS A NEAT,Tonnes
100/04-03-037-05W4/00,DEEPER-POOLTEST,Vertical,MANNVILLE GRP,PROVOST MCLAREN I,PROVOST,,19980106,954,0,19980119,TRI-CITY DRILLING INC.,1,,20020301,Abandoned Gas,365.4,372.1,PRIMARY,,810,809,930,WINTERBURN GRP,48810.35,MCLAREN I,,BWL,AB4,Medicine Hat,0,31.449055,0,20181101,0,5,19980117,733.2,1017.44,,0.34,10.01,,1.01,175.42,1.73,,0,0,,,,,,0211006,2,0,,8016.5,283100.03,,0,21,GPSL/GPCEM/THX,Tonnes
100/04-03-037-05W4/00,DEEPER-POOLTEST,Vertical,MANNVILLE GRP,PROVOST MCLAREN I,PROVOST,,19980106,954,0,19980119,TRI-CITY DRILLING INC.,1,,20020301,Abandoned Gas,365.4,372.1,PRIMARY,,810,809,930,WINTERBURN GRP,48810.35,MCLAREN I,,BWL,AB4,Medicine Hat,0,31.449055,0,20181101,0,5,19980117,733.2,1017.44,,0.34,10.01,,1.01,175.42,1.73,,0,0,,,,,,0211006,2,0,,8016.5,283100.03,,0,11,CLASS G NEAT,Tonnes
100/07-26-036-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST CUMMINGS A,PROVOST,,19940331,924,923.39,19940405,CACTUS DRILLING & EXPLORATION LTD,2,,19941001,Abandoned Crude Oil,368.5,348.7,WATER FLOOD,Waterflood,877.5,876,912,WINTERBURN GRP,1929.4036,CUMMINGS A,YES,BWL,AB4,Medicine Hat,0,2907.7795,1881.9114,20071212,299.2,462.3,19940403,712.8,1.52,20.73,9.28,2.15,4.26,18.71,20.99,4.63,,0,0,,,1,6276,34,0166072,2,0,,7.8,275.4544,,0,8.3,CLASS G NEAT,Cubic metres
100/07-26-036-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST CUMMINGS A,PROVOST,,19940331,924,923.39,19940405,CACTUS DRILLING & EXPLORATION LTD,2,,19941001,Abandoned Crude Oil,368.5,348.7,WATER FLOOD,Waterflood,877.5,876,912,WINTERBURN GRP,1929.4036,CUMMINGS A,YES,BWL,AB4,Medicine Hat,0,2907.7795,1881.9114,20071212,299.2,462.3,19940403,712.8,1.52,20.73,9.28,2.15,4.26,18.71,20.99,4.63,,0,0,,,1,6276,34,0166072,2,0,,7.8,275.4544,,0,15.6,1:1 POZ MIX,Cubic metres
100/07-26-036-05W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST CUMMINGS A,PROVOST,,19940331,924,923.39,19940405,CACTUS DRILLING & EXPLORATION LTD,2,,19941001,Abandoned Crude Oil,368.5,348.7,WATER FLOOD,Waterflood,877.5,876,912,WINTERBURN GRP,1929.4036,CUMMINGS A,YES,BWL,AB4,Medicine Hat,0,2907.7795,1881.9114,20071212,299.2,462.3,19940403,712.8,1.52,20.73,9.28,2.15,4.26,18.71,20.99,4.63,,0,0,,,1,6276,34,0166072,2,0,,7.8,275.4544,,0,7.2,GPSL/GPCEM/THX,Cubic metres
102/16-32-041-04W4/02,DEEPER-POOLTEST,Deviated,LEDUC FM,,DOLCY,,20050929,825,817.29,20051007,CAMARO DRILLING LTD.,,,,Abandoned,399.5,280.2,PRIMARY,,,,735.36,WOODBEND GRP,,,,280,AB4,Medicine Hat,,,,20081127,,,20051002,676.3,,,,,,,,,,,,,,,,,0337984,2,,,,,,,9.1,CLASS G NEAT,Cubic metres
