Licence,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Substance Released 1,Volume Released 1,Volume Recovered 1
0158402,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST ELLERSLIE VV,PROVOST,,19930520,1078,1077.97,102/09-35-034-08W4/00,19930527,TRI-CITY DRILLING INC.,6,,20131001,Abandoned Crude Oil,375.9,399.6,PRIMARY,,1024.5,1018.5,1062.5,WINTERBURN GRP,108304.74,ELLERSLIE VV,,BWL,AB3,Medicine Hat,0,5625408,102110.67,20171130,16234.3,894368.4,19930525,772,155.4,126.99,1.85,2.96,1.54,1110.2,153.78,2.05,,0,0,,124,4,6890,28,2,0,,1017.3,35925.61,,0,Crude Oil,1,1
0156307,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST ELLERSLIE VV,PROVOST,DISPOSAL,19930206,1060,0,103/03-36-034-08W4/00,19930210,TRI-CITY DRILLING INC.,8,20150801,19930901,Suspended Water Disposal,352.9,426.7,PRIMARY,II,1035,1027,1013,DINA MBR,9803.993,ELLERSLIE VV,YES,BWL,AB3,Medicine Hat,0,4577.724,9653.602,,1534.8,727.8,19930209,775.9,12.39,124.46,21.6,9.48,43.93,44.53,126.6,45.56,,0,2467955.2,0,124,4,6890,28,3,0,0,24.7,872.2723,,15522972,Salt/Produced Water,200,200
0113160,OUTPOST,Vertical,BANFF FM,,WIMBORNE,,19850217,1915,0,100/14-16-035-26W4/00,19850312,PRECISION DRILLING CORPORATION,,,,Abandoned,615.5,349.7,PRIMARY,,,,1866,BANFF FM,,,,BWL,AB5,Calgary/Edmonton,,,,19850312,,,19850308,960.4,,,,,,,,,,,,,,,,,,,,,,,,Crude Oil,2.5,2.5
0032566,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,PROVOST,,19670808,720.2,0,100/04-23-036-03W4/00,,,5,,20230701,Pumping Gas,371,329.4,PRIMARY,,703.2,698.6,698.6,PROVOST MBR,553031.7,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,1283.7504,3630.4788,,577.2,204.1,19670810,696.8,726.21,1.93,0.04,30.4,1,1.21,127.14,6.24,,0,0,,,2,,,2,0,,90232.4,3186527.2,,0,Crude Oil,1,0.7
0046564,DEEPER-POOLTEST,Vertical,,PROVOST DINA G4G,PROVOST,,19730731,883.9,0,100/11-19-036-04W4/00,,,1,,19731001,Abandoned Zone Crude Oil,371.1,307.4,PRIMARY,,840.6,839.7,868.1,WINTERBURN GRP,1449.1724,DINA G4G,,BWL,AB4,Medicine Hat,0,1541.0037,1449.1724,20210819,230.4,245,19730801,674.5,,34.97,24.25,,15.75,16.75,34.97,15.75,,0,0,,652,3,6112,28,3,0,,0,0,,0,Salt/Produced Water,7,5
0046564,DEEPER-POOLTEST,Vertical,,PROVOST CUMMINGS A,PROVOST,,19730731,883.9,0,100/11-19-036-04W4/02,,,4,,20090701,Abandoned Crude Oil,371.1,307.4,WATER FLOOD,Waterflood,832.7,828.4,868.1,WINTERBURN GRP,288791.72,CUMMINGS A,,BWL,AB4,Medicine Hat,0,43918.605,278985.8,20210819,44355.2,6982.5,19730801,674.5,1.03,52,0.64,2.26,1.2,1.83,52.18,1.59,,0,0,,,1,6276,34,3,0,,1610.5,56874.27,,0,Salt/Produced Water,7,5
0071874,NEW POOL WILDCAT,Vertical,,,PROVOST,,19780927,1109.6,0,100/11-26-036-13W4/00,,,,,,Abandoned,411.84,416.3,PRIMARY,,,,1008,MANNVILLE GRP,,,,BWL,AB5,Medicine Hat,,,,19930614,,,19781005,823.8,,,,,,,,,,,,,,,,,4,,,,,,,Salt/Produced Water,1,
0071874,NEW POOL WILDCAT,Vertical,,PROVOST COMMINGLED MFP9515,PROVOST,,19780927,1109.6,0,100/11-26-036-13W4/02,,,5,,19890701,Abandoned Zone Gas,411.84,416.3,PRIMARY,,969,964.5,1008,MANNVILLE GRP,13274.661,BELLY RIVER DD,,BWL,AB5,Medicine Hat,0,295.6211,0,19930614,0,47,19781005,823.8,83.33,,3.32,7.49,,3.21,14.37,1.29,,0,0,,,2,,,4,0,,2180.2,76993.04,,0,Salt/Produced Water,1,
0092486,DEVELOPMENT,Vertical,,PROVOST COMMINGLED POOL 003,PROVOST,,19811106,1165,0,100/04-15-036-16W4/00,,,6,,20201001,Abandoned Zone Gas,488.71,367.6,PRIMARY,,1135,1129,1142.7,BANFF FM,575031.3,VIKING N2N,YES,BWL,AB5,Calgary/Edmonton,0,1531.569,0,20201110,0,243.5,19811110,852.3,929.22,,0.19,129.36,,1.62,160.27,22.36,0.06,5.6608295,0,,16,3,5968,41,2,0.9,,94440.9,3335149,0.06,0,Gas Production (Raw),210,
0092486,DEVELOPMENT,Vertical,,PROVOST COMMINGLED POOL 003,PROVOST,,19811106,1165,0,100/04-15-036-16W4/02,,,2,,20101101,Abandoned Gas,488.71,367.6,PRIMARY,,1024.2,1022.5,1142.7,BANFF FM,74994.914,VIKING N2N,YES,BWL,AB5,Calgary/Edmonton,0,19963.23,0,20201110,0,3173.9,19811110,852.3,151.54,,0.23,65.58,,2.96,26.33,11.51,0.2,17.61147,0,,16,3,5968,41,2,2.8,,12314.1,434868.34,0.2,0,Gas Production (Raw),210,
0146757,DEVELOPMENT,Vertical,MANNVILLE GRP,,PROVOST,,19901211,882,0,1B0/09-23-037-05W4/02,19901214,TRI-CITY DRILLING INC.,2,,,Abandoned Crude Oil,364.8,320.1,PRIMARY,,792,790,875,WINTERBURN GRP,,,YES,BWL,AB4,Medicine Hat,,,,20181102,,,19901213,681.1,,,,,,,,,,,,,,,,,3,,,,,,,Crude Oil,9,8
0146757,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA F3F,PROVOST,,19901211,882,0,1B0/09-23-037-05W4/00,19901214,TRI-CITY DRILLING INC.,2,,20110701,Abandoned Zone Crude Oil,364.8,320.1,PRIMARY,,848,846,875,WINTERBURN GRP,81961.18,DINA F3F,YES,BWL,AB4,Medicine Hat,0,147483.48,79330.24,20181102,12612.5,23448,19901213,681.1,20.19,95.03,8.32,0.61,1.76,19.41,98.51,1.87,,0,0,,109,5,5497,28,3,0,,432.1,15259.468,,0,Crude Oil,9,8
0129021,DEEPER-POOLTEST,Vertical,DEVONIAN SYSTEM,PROVOST UPPER MANNVILLE Q5Q,PROVOST,,19871015,841,0,100/10-08-038-02W4/00,19871022,CAMARO DRILLING,3,,20070301,Abandoned Zone Gas,412.8,275.4,PRIMARY,,713,710,830,WOODBEND GRP,287947.34,UPPER MANNVILLE Q5Q,YES,BWL,AB4,Medicine Hat,0,5886.634,1335.9558,20190114,212.4,935.9,19871018,684.5,1783.29,17.77,1.39,561.62,4.78,50.99,325.23,101.61,,0,0,,,,,,4,0,,47072.4,1662346.1,,0,Crude Oil,3,3
0129021,DEEPER-POOLTEST,Vertical,DEVONIAN SYSTEM,PROVOST COMMINGLED MFP9515,PROVOST,,19871015,841,0,100/10-08-038-02W4/02,19871022,CAMARO DRILLING,7,,20160201,Abandoned Gas,412.8,275.4,PRIMARY,,661,654,830,WOODBEND GRP,2335.639,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,0,0,20190114,0,0,19871018,684.5,23.79,,,0.16,,,4.1,0.03,,0,0,,,2,,,4,0,,383.6,13546.706,,0,Crude Oil,3,3
0142997,DEVELOPMENT,Vertical,WOODBEND GRP,,PROVOST,,19900202,865,0,100/05-17-038-02W4/00,19900205,TRI-CITY DRILLING INC.,,,,Abandoned & Re-Entered,441,266,PRIMARY,,,,850,WOODBEND GRP,,,YES,140,AB4,Medicine Hat,,,,20150520,,,19900204,703.7,,,,,,,,,,,,,,,,,3,,,,,,,Crude Oil,5,3
0142997,RE-ENTRY,Vertical,WOODBEND GRP,,PROVOST,,20090128,864,0,100/05-17-038-02W4/02,20090128,,,,,Abandoned,441,265.8,PRIMARY,,,,,,,,,140,AB4,Medicine Hat,,,,20150520,,,20090128,703.7,,,,,,,,,,,,,,,,,,,,,,,,Crude Oil,5,3
0318632,DEEPER-POOLTEST,Vertical,PALEOZOIC ERA,PROVOST SPARKY WWW,PROVOST,,20041117,835,0,102/16-34-038-02W4/00,20041121,CHAMPION DRILLING INC.,4,,20151001,Abandoned Zone Gas,364.28,318.3,PRIMARY,,735,731,827,LEDUC FM,19180.932,SPARKY WWW,YES,280,AB4,Medicine Hat,0,4989.078,4291.538,20190808,682.3,793.2,20041119,678.7,484.05,5.65,7.81,22.53,3.75,1.68,89.11,7.63,,0,0,,,,,,5,0,,2445.4,86358.484,,0,Salt/Produced Water,3.5,3.5
0318632,DEEPER-POOLTEST,Vertical,PALEOZOIC ERA,PROVOST MCLAREN H,PROVOST,,20041117,835,0,102/16-34-038-02W4/02,20041121,CHAMPION DRILLING INC.,5,,20120101,Abandoned Gas,364.28,318.3,PRIMARY,,703,698,827,LEDUC FM,18819.674,MCLAREN H,YES,280,AB4,Medicine Hat,0,1082.4764,0,20190808,0,172.1,20041119,678.7,511.24,,14.99,20.8,,3.21,88.14,3.59,,0,0,,,,,,5,0,,3090.9,109154.1,,0,Salt/Produced Water,3.5,3.5
0214102,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST COMMINGLED POOL 026,PROVOST,,19980530,895,886.31,100/15-21-038-03W4/00,19980603,CAYMAN VENTURES LTD.,37,,20060501,Abandoned Crude Oil,374.4,335.5,WATER FLOOD,,843.8,807,881.2,WOODBEND GRP,46310.785,LLOYDMINSTER V2V,,BWL,AB4,Medicine Hat,0,1356073.1,43858.85,20171129,6973,215598.4,19980602,705.8,27.69,73.21,27.21,1.75,2.25,241.46,77.98,2.55,,0,0,,,2,,,2,0,,402.7,14221.216,,0,Crude Oil,2,1.5
0214102,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST COMMINGLED POOL 026,PROVOST,,19980530,895,886.31,100/15-21-038-03W4/00,19980603,CAYMAN VENTURES LTD.,37,,20060501,Abandoned Crude Oil,374.4,335.5,WATER FLOOD,,843.8,807,881.2,WOODBEND GRP,46310.785,LLOYDMINSTER V2V,,BWL,AB4,Medicine Hat,0,1356073.1,43858.85,20171129,6973,215598.4,19980602,705.8,27.69,73.21,27.21,1.75,2.25,241.46,77.98,2.55,,0,0,,,2,,,2,0,,402.7,14221.216,,0,Crude Oil,0.3,
0110953,NEWPOOLWILDCATIEW,Vertical,IRETON FM,,PROVOST,,19841125,1423,0,100/08-20-038-15W4/00,19841207,AKITA DRILLING LTD,,,,Abandoned Zone,406.61,425.8,PRIMARY,,,,1371,LEDUC FM,,,YES,BWL,AB5,Medicine Hat,,,,20190223,,,19841204,828.3,,,,,,,,,,,,,,,,,9,,,,,,,Drilling Mud  (Water Based),1,
0110953,NEWPOOLWILDCATIEW,Vertical,IRETON FM,PROVOST VIKING M5M,PROVOST,,19841125,1423,0,100/08-20-038-15W4/02,19841207,AKITA DRILLING LTD,10,,20150201,Abandoned Gas,406.61,425.8,PRIMARY,,1024.6,1014.8,1371,LEDUC FM,15685.821,VIKING M5M,YES,BWL,AB5,Medicine Hat,0,1183.1134,0.62898105,20190223,0.1,188.1,19841204,828.3,313.14,0.01,2.17,5.57,0.02,0.12,54,0.98,,0,0,,,,,,9,0,,2576.1,90974.11,,0,Drilling Mud  (Water Based),1,
0081923,DEVELOPMENT,Vertical,,HALKIRK LOWER MANNVILLE F,HALKIRK,,19800425,1266,0,100/01-19-038-16W4/00,,,18,,20011101,Abandoned Crude Oil,484.31,337.2,PRIMARY,,1226.5,1208.5,1251.6,WABAMUN GRP,59576.477,LOWER MANNVILLE F,YES,BWL,AB5,Calgary/Edmonton,0,96324.05,42359.36,20190316,6734.6,15314.3,19800509,817.2,26.42,67.62,8.62,1.9,0.43,6.98,72.18,0.76,,0,0,,89,2,9001,37,5,0,,2827.7,99859.28,,0,Crude Oil,1,
0304997,OUTPOST,Deviated,IRETON FM,NEVIS D-1 W,NEVIS,,20040501,1811,1784.71,100/01-05-038-21W4/00,20040512,CHAMPION DRILLING INC.,2,,20070101,Abandoned Crude Oil,431.9,424.1,PRIMARY,,1542,1540,,,2587.8286,D-1 W,,140,AB5,Calgary/Edmonton,0,166.05101,2460.574,20110117,391.2,26.4,20040509,852.4,0.32,12.5,0.18,5.58,4.41,0.6,12.56,5.37,,0,0,,265,1,8189,62,1,0,,20.9,738.07654,,0,Crude Oil,0.5,0.4
0009484,NEW FIELD WILDCAT,Vertical,,SYLVAN LAKE COMMINGLED POOL 006,SYLVAN LAKE,,19550606,2847.4,0,100/03-18-038-03W5/00,,,3,,19780901,Abandoned Gas,383.4,583.7,PRIMARY,,2195.8,2192.7,2800.5,LEDUC FM,117283.055,GLAUCONITIC A,YES,BWL,AB2,Calgary/Edmonton,0,4902.9077,0,19801120,0,779.5,19550916,962.3,2581.08,,0.9,35.08,,13.79,445.01,6.05,,0,0,,8,10,15948,69,7,0,,19262.3,680241.7,,0,Diesel Oil,1,
0143856,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,PROVOST,DISPOSAL,19900331,904,0,1D0/03-01-039-05W4/00,19900403,TRI-CITY DRILLING INC.,15,20110901,19920101,Abandoned Water Disposal,373,337,PRIMARY,II,875,860,896.5,WOODBEND GRP,13922.062,DINA L,,BWL,AB4,Medicine Hat,0,480896.28,13813.683,20181026,2196.2,76456.4,19900402,706.5,2.27,50.88,156.47,0.27,6.37,677.95,51.27,6.42,,0,5036481,0,232,3,5840,27,3,0,0,17.8,628.6011,,31678512,Crude Oil,4,3
0128191,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER O,PROVOST,,19870908,868,0,100/05-06-040-02W4/00,19870913,PRECISION DRILLING CORPORATION,2,,19990501,Abandoned Crude Oil,398.9,298.5,WATER FLOOD,Waterflood,784.5,783,860,WOODBEND GRP,212003.84,LLOYDMINSTER O,,BWL,AB4,Medicine Hat,0,3045144.5,205664.86,20211114,32698.1,484139.3,19870912,695.4,4.48,54.13,6.92,1.92,3.53,1471,54.9,3.86,,0,0,,,5,5289,29,1,0,,1041.1,36766.098,,0,Crude Oil,0.5,0.4
0155168,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST COMMINGLED POOL 129,PROVOST,,19930109,845,810.69,100/03-08-040-03W4/00,19930114,SEDCO DRILLING,3,,20230701,Pumping Crude Oil,409,257.8,PRIMARY,,802,799,841,WOODBEND GRP,235238.78,CUMMINGS I,,BWL,AB4,Medicine Hat,0,17160734,230282.55,,36612,2728338.8,19930113,662.9,19.26,837.84,9.58,1.96,4.87,1802.05,841.16,5.21,,0,0,,,4,5430,30,1,0,,814,28746.139,,0,Salt/Produced Water,6,4
0151999,DEVELOPMENT,Vertical,MANNVILLE GRP,,PROVOST,DISPOSAL,19920503,873,0,1C0/10-12-040-03W4/02,19920505,PRECISION DRILLING CORPORATION,25,20000601,,Abandoned Water Disposal,417.8,284.6,PRIMARY,II,840,815,856.7,LEDUC FM,0,,,BWL,AB4,Medicine Hat,0,0,0,20210925,0,0,19920505,698.6,,,,,,,,,,0,2230419.5,0,,,,,4,0,0,0,0,,14028917,Salt/Produced Water,1000,10
0151999,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER O,PROVOST,DISPOSAL,19920503,873,0,1C0/10-12-040-03W4/00,19920505,PRECISION DRILLING CORPORATION,4,19950301,19940301,Abandoned Zone Water Disposal,417.8,284.6,WATER FLOOD,Waterflood,796,792.5,856.7,LEDUC FM,19442.814,LLOYDMINSTER O,,BWL,AB4,Medicine Hat,0,52386.574,18711.559,20210925,2974.9,8328.8,19920505,698.6,6.36,48.31,26.14,1.53,17.49,78.96,49.41,17.75,,0,30631,0,,5,5289,29,4,0,0,120.1,4241.2915,,192663.19,Salt/Produced Water,1000,10
0099663,DEVELOPMENT,Vertical,,PROVOST LLOYDMINSTER O,PROVOST,INJECTION,19821217,800,0,102/15-26-040-03W4/00,,,1,20080901,19941201,Abandoned Water Injection,424.5,252.6,WATER FLOOD,Waterflood,764,763,772,DINA MBR,162771.62,LLOYDMINSTER O,,BWL,AB4,Medicine Hat,0,1888656.6,149995.64,20200325,23847.4,300272.4,19821219,673.6,6.63,7.16,3.55,34.43,18.65,691.45,8.3,24.59,,0,2065669,0,,5,5289,29,3,0,0,2098.3,74100.766,,12992667,Salt/Produced Water,9,9
0037676,DEVELOPMENT,Vertical,,,PROVOST,DISPOSAL,19700129,923.5,0,100/12-16-040-10W4/00,,,2,20030901,,Abandoned Water Disposal,383.85,323.9,PRIMARY,II,906.5,904.6,897.6,GLAUCONITIC SS,0,,,BWL,AB4,Medicine Hat,0,0,0,20061205,0,0,19700201,704.4,,,,,,,,,,0,3756725,0,,,,,2,0,0,0,0,,23629090,Crude Oil,0.1,
0097563,DEVELOPMENT,Vertical,,PROVOST UPPER MANNVILLE Z2Z,PROVOST,,19820929,1045,0,100/05-26-040-12W4/00,,,8,,19830101,Abandoned Zone Crude Oil,399.18,342.3,PRIMARY,,968,960.5,1025,WINTERBURN GRP,1189.6156,UPPER MANNVILLE Z2Z,,BWL,AB4,Medicine Hat,0,1324.6342,1157.9542,20160923,184.1,210.6,19821003,737.2,2.79,23.38,17.32,2,7.16,13.55,23.86,7.5,,0,0,,16,12,6840,32,3,0,,5.2,183.63626,,0,Crude Oil,0.1,0.1
0097563,DEVELOPMENT,Vertical,,PROVOST ELLERSLIE D,PROVOST,,19820929,1045,0,100/05-26-040-12W4/02,,,3,,20120901,Abandoned Crude Oil,399.18,342.3,PRIMARY,,982,979,1025,WINTERBURN GRP,135208.73,ELLERSLIE D,,BWL,AB4,Medicine Hat,0,6175788.5,126556.02,20160923,20120.8,981871.9,19821003,737.2,3.05,78.57,59.51,1.05,0.08,24.13,79.1,0.26,,0,0,,184,3,6464,34,3,0,,1421.1,50185.67,,0,Crude Oil,0.1,0.1
0179027,DEVELOPMENT,Vertical,LEA PARK FM,WILLESDEN GREEN BASAL BELLY RIVER LL,WILLESDEN GREEN,,19950711,1440,0,100/02-29-042-05W5/00,19950718,CACTUS DRILLING & EXPLORATION LTD,3,,20011101,Abandoned Zone Crude Oil,378.59,630.7,PRIMARY,,1416,1413.5,1416.7,LEA PARK FM,19532.64,BASAL BELLY RIVER LL,YES,BWL,AB2,Calgary/Edmonton,0,64.15607,6113.067,20141028,971.9,10.2,19950716,1003.6,366.49,20.64,1.53,61.72,3.53,0.16,83.83,14.17,,0,0,,8,4,9533,54,2,0,,2204,77833.52,,0,Frac Oil,5,4.5
0179027,DEVELOPMENT,Vertical,LEA PARK FM,,WILLESDEN GREEN,,19950711,1440,0,100/02-29-042-05W5/02,19950718,CACTUS DRILLING & EXPLORATION LTD,,,,Abandoned,378.59,630.7,PRIMARY,,,,1416.7,LEA PARK FM,,,YES,BWL,AB2,Calgary/Edmonton,,,,20141028,,,19950716,1003.6,,,,,,,,,,,,,,,,,2,,,,,,,Frac Oil,5,4.5
0085816,DEVELOPMENT,Vertical,,WAINWRIGHT SPARKY B,WAINWRIGHT,,19800929,672,0,100/09-26-044-05W4/00,,,2,,20020501,Abandoned Crude Oil,456.7,193.5,PRIMARY,,645.4,643.4,664,IRETON FM,53115.094,SPARKY B,,BWL,AB4,Medicine Hat,0,186666.48,52110.453,20070720,8284.9,29677.6,19801001,646.7,0.24,0.5,5.36,1.38,1.33,28.2,0.54,1.57,,0,0,,48,7,4312,27,1,0,,165,5826.92,,0,Crude Oil,1,
0085816,DEVELOPMENT,Vertical,,WAINWRIGHT SPARKY B,WAINWRIGHT,,19800929,672,0,100/09-26-044-05W4/00,,,2,,20020501,Abandoned Crude Oil,456.7,193.5,PRIMARY,,645.4,643.4,664,IRETON FM,53115.094,SPARKY B,,BWL,AB4,Medicine Hat,0,186666.48,52110.453,20070720,8284.9,29677.6,19801001,646.7,0.24,0.5,5.36,1.38,1.33,28.2,0.54,1.57,,0,0,,48,7,4312,27,1,0,,165,5826.92,,0,Crude Oil,20,18
0083197,DEVELOPMENT,Deviated,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,,19800703,719,718.46,100/14-02-045-06W4/00,,,2,,19810101,Abandoned Zone Crude Oil,473.9,219.4,WATER FLOOD,Waterflood,671,669,708,WOODBEND GRP,3334.5864,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,347.19754,1936.0038,20211113,307.8,55.2,19800707,689.6,68.52,19.76,3.88,54.97,8.09,1.8,31.57,17.57,,0,0,,,3,4046,24,2,0,,229.7,8111.779,,0,Crude Oil,1,1
0083197,DEVELOPMENT,Deviated,,WAINWRIGHT COLONY BB,WAINWRIGHT,,19800703,719,718.46,100/14-02-045-06W4/02,,,2,,20070501,Abandoned Gas,473.9,219.4,PRIMARY,,630,628,708,WOODBEND GRP,128916.875,COLONY BB,YES,BWL,AB4,Medicine Hat,0,33563.06,0,20211113,0,5336.1,19800707,689.6,622.26,,3.35,0.5,,5.78,108.14,0.16,0.07,78.622635,0,,,,,,2,12.5,,21160.1,747261.9,0.85,0,Crude Oil,1,1
0072081,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,INJECTION,19781009,727,0,1B0/08-04-045-06W4/00,,,12,20000901,,Abandoned Water Injection,490.6,217.1,PRIMARY,Waterflood,693.7,681.8,640,MANNVILLE GRP,0,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,0,0,20171026,0,0,19781011,703.7,,,,,,,,,,0,192595.12,0,,3,4046,24,3,0,0,0,0,,1211386.9,Salt/Produced Water,10,3
0071613,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,,19780928,730,0,1D0/08-04-045-06W4/00,,,12,,20060801,Abandoned Crude Oil,490.6,221.9,PRIMARY,Waterflood,698.5,687,646,MANNVILLE GRP,88608.65,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,519817.62,85818.18,20171026,13644,82644.4,19781001,708.5,4.83,38.2,32.09,1.73,0.7,5.85,39.03,1,,0,0,,,3,4046,24,2,0,,458.3,16184.712,,0,Crude Oil,1,
0072081,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,INJECTION,19781009,727,0,1B0/08-04-045-06W4/00,,,12,20000901,,Abandoned Water Injection,490.6,217.1,PRIMARY,Waterflood,693.7,681.8,640,MANNVILLE GRP,0,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,0,0,20171026,0,0,19781011,703.7,,,,,,,,,,0,192595.12,0,,3,4046,24,3,0,0,0,0,,1211386.9,Salt/Produced Water,10,10
0072123,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,,19781014,727,0,1B0/12-04-045-06W4/00,,,5,,20080601,Abandoned Crude Oil,490.5,213.8,PRIMARY,Waterflood,683,678,708,LLOYDMINSTER MBR,58234.273,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,44241.9,54845.89,20171028,8719.8,7033.9,19781015,700.3,3.76,28.54,22.14,0.62,1.04,4.98,29.19,1.15,,0,0,,,3,4046,24,3,0,,556.5,19652.611,,0,Crude Oil,1,
0054856,DEVELOPMENT,Vertical,,,WAINWRIGHT,,19750910,711.7,0,1D0/11-10-045-06W4/00,,,,,,Abandoned Zone,468.7,228.7,PRIMARY,,,,625.1,MANNVILLE GRP,,,,BWL,AB4,Medicine Hat,,,,20081010,,,19750913,694.3,,,,,,,,,,,,,,,,,10,,,,,,,Gas Production (Marketable),140.9,
0054856,DEVELOPMENT,Vertical,,,WAINWRIGHT,,19750910,711.7,0,1D0/11-10-045-06W4/02,,,,,,Abandoned,468.7,228.7,PRIMARY,,,,625.1,MANNVILLE GRP,,,,BWL,AB4,Medicine Hat,,,,20081010,,,19750913,694.3,,,,,,,,,,,,,,,,,10,,,,,,,Gas Production (Marketable),140.9,
0047378,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,,19731012,655.3,0,1B0/13-13-045-06W4/00,,,2,,20120901,Abandoned Crude Oil,456.1,203.2,WATER FLOOD,Waterflood,632.8,630.9,630.3,WAINWRIGHT SD,216308.72,SPARKY Z,,BWL,AB4,Medicine Hat,0,361768.53,208526.1,20131114,33153,57516.6,19731014,656.2,29.06,21.8,5.9,0.88,6.73,0.83,26.81,6.88,,0,0,,,3,4046,24,11,0,,1278.2,45139.207,,0,Salt/Produced Water,45,40
0049306,OTHER,Vertical,,,WAINWRIGHT,SOURCE,19740325,733,0,1B2/13-13-045-06W4/00,,,37,,20041201,Abandoned Zone Water Source,456.1,203.2,PRIMARY,Waterflood,733,696.5,702.9,LEDUC FM,0,,,BWL,AB4,Medicine Hat,0,9816862,0,,0,1560756.2,19740330,656.2,,,1524.02,,,777.3,0,0,,0,0,,,,,,4,0,,0,0,,0,Crude Oil,6,6
0048703,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,,19740221,650.1,0,1B0/14-13-045-06W4/00,,,2,,19880901,Abandoned Crude Oil,453.7,200.7,WATER FLOOD,Waterflood,625.4,623.6,623,WAINWRIGHT SD,72868.3,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,112606.484,71084.3,20040113,11301.5,17903,19740223,650.4,18.54,19.31,2.63,0.12,0.31,27.68,22.51,0.33,,0,0,,,3,4046,24,5,0,,293,10347.197,,0,Crude Oil,0.5,
0049410,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,WAINWRIGHT,,19740715,660.5,0,1B0/09-14-045-06W4/00,,,3,,20090601,Abandoned Crude Oil,463,208.2,WATER FLOOD,Waterflood,639.5,637,636.4,WAINWRIGHT SD,143211.73,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,525094.2,129069.43,20221003,20520.4,83483.3,19740718,668.1,296.94,9.72,4.14,1.04,0.97,9.5,60.92,1.15,,0,0,,,3,4046,24,2,0,,2322.7,82025.375,,0,Crude Oil,1,1
