UWI,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cement Amount,Cement Type,Cement Unit
103/16-27-061-19W4/02,DEVELOPMENT,Deviated,WABAMUN GRP,,NEWBROOK,,20070730,758,750.33,20070802,PRECISION DRILLING CORPORATION,7,,20090701,Abandoned Zone Gas,505.03,198.8,PRIMARY,,707,700,,,1602.5552,,,140,AB5,Athabasca/Peace River,0,0,0,20150226,0,0,20070802,700,142.07,,,18.35,,,24.49,3.16,,0,0,,,,,,0379314,5,0,,263.2,9294.82,,0,4,CLASS G NEAT,Tonnes
103/16-27-061-19W4/02,DEVELOPMENT,Deviated,WABAMUN GRP,,NEWBROOK,,20070730,758,750.33,20070802,PRECISION DRILLING CORPORATION,7,,20090701,Abandoned Zone Gas,505.03,198.8,PRIMARY,,707,700,,,1602.5552,,,140,AB5,Athabasca/Peace River,0,0,0,20150226,0,0,20070802,700,142.07,,,18.35,,,24.49,3.16,,0,0,,,,,,0379314,5,0,,263.2,9294.82,,0,10,CLASS G NEAT,Tonnes
100/15-02-052-16W4/00,NEW FIELD WILDCAT,Vertical,LEA PARK FM,,INLAND,,20060624,269,0,20060626,AKITA DRILLING LTD,,,,Abandoned,335.04,341.9,PRIMARY,,,,,,,,,140,AB5,Calgary/Edmonton,,,,20060704,,,20060625,673,,,,,,,,,,,,,,,,,0358600,,,,,,,,4.4,CLASS G NEAT,Tonnes
103/16-27-061-19W4/00,DEVELOPMENT,Deviated,WABAMUN GRP,,NEWBROOK,,20070730,758,750.33,20070802,PRECISION DRILLING CORPORATION,1,,20081201,Abandoned Zone Gas,505.03,198.8,PRIMARY,,727.5,726.5,,,661.8456,,,140,AB5,Athabasca/Peace River,0,271.71982,0,20150226,0,43.2,20070802,700,79.94,,3.92,62.93,,8.77,13.78,10.85,,0,0,,,,,,0379314,5,0,,108.7,3838.7043,,0,4,CLASS G NEAT,Tonnes
103/16-27-061-19W4/00,DEVELOPMENT,Deviated,WABAMUN GRP,,NEWBROOK,,20070730,758,750.33,20070802,PRECISION DRILLING CORPORATION,1,,20081201,Abandoned Zone Gas,505.03,198.8,PRIMARY,,727.5,726.5,,,661.8456,,,140,AB5,Athabasca/Peace River,0,271.71982,0,20150226,0,43.2,20070802,700,79.94,,3.92,62.93,,8.77,13.78,10.85,,0,0,,,,,,0379314,5,0,,108.7,3838.7043,,0,10,CLASS G NEAT,Tonnes
103/10-07-039-09W4/00,DEVELOPMENT,Deviated,DINA MBR,PROVOST UPPER MANNVILLE O6O,PROVOST,,19940426,1000,972.01,19940430,PRECISION DRILLING CORPORATION,4,,20111201,Abandoned Zone Crude Oil,383.74,360.8,PRIMARY,,950.5,947,,,23745.969,UPPER MANNVILLE O6O,YES,BWL,AB4,Medicine Hat,0,102858.53,23385.516,20190219,3718,16353.2,19940429,740.3,8.83,99.56,25.7,0.73,0.58,26.5,101.08,0.71,,0,0,,8,8,5593,34,0164845,6,0,,59.2,2090.6282,,0,13.5,CLASS G NEAT,Tonnes
103/10-07-039-09W4/00,DEVELOPMENT,Deviated,DINA MBR,PROVOST UPPER MANNVILLE O6O,PROVOST,,19940426,1000,972.01,19940430,PRECISION DRILLING CORPORATION,4,,20111201,Abandoned Zone Crude Oil,383.74,360.8,PRIMARY,,950.5,947,,,23745.969,UPPER MANNVILLE O6O,YES,BWL,AB4,Medicine Hat,0,102858.53,23385.516,20190219,3718,16353.2,19940429,740.3,8.83,99.56,25.7,0.73,0.58,26.5,101.08,0.71,,0,0,,8,8,5593,34,0164845,6,0,,59.2,2090.6282,,0,22,1:1:2 POZ,Tonnes
104/02-06-045-11W4/00,DEVELOPMENT,Deviated,CUMMINGS MBR,VIKING-KINSELLA SPARKY I,VIKING-KINSELLA,INJECTION,19950203,1040,862.7,19950208,PRECISION DRILLING CORPORATION,4,20130201,,Abandoned Water Injection,434.9,271.8,PRIMARY,Waterflood,916.7,912.7,,,0,SPARKY I,,BWL,AB4,Medicine Hat,0,0,0,20190503,0,0,19950207,702.4,,,,,,,,,,0,382100.4,0,140,2,5262,30,0175414,1,0,0,0,0,,2403339.2,7.5,GPSL/GPCEM/THX,Tonnes
100/01-18-017-28W4/00,NEW POOL WILDCAT,Vertical,MANNVILLE GRP,,HIGH RIVER,,20040109,2498,0,20040127,NABORS DRILLING LIMITED,,,,Abandoned,178.2,875.3,PRIMARY,,,,,,,,YES,140,AB2,Calgary/Edmonton,,,,20200212,,,20040120,1048.9,,,,,,,,,,,,,,,,,0300634,7,,,,,,,24,CLASS G NEAT,Tonnes
100/01-18-017-28W4/00,NEW POOL WILDCAT,Vertical,MANNVILLE GRP,,HIGH RIVER,,20040109,2498,0,20040127,NABORS DRILLING LIMITED,,,,Abandoned,178.2,875.3,PRIMARY,,,,,,,,YES,140,AB2,Calgary/Edmonton,,,,20200212,,,20040120,1048.9,,,,,,,,,,,,,,,,,0300634,7,,,,,,,30.5,CLASS G NEAT,Tonnes
100/01-18-017-28W4/00,NEW POOL WILDCAT,Vertical,MANNVILLE GRP,,HIGH RIVER,,20040109,2498,0,20040127,NABORS DRILLING LIMITED,,,,Abandoned,178.2,875.3,PRIMARY,,,,,,,,YES,140,AB2,Calgary/Edmonton,,,,20200212,,,20040120,1048.9,,,,,,,,,,,,,,,,,0300634,7,,,,,,,21.5,CLASS G NEAT,Tonnes
100/11-11-089-07W6/00,NEW POOL WILDCAT,Deviated,MONTNEY FM,,OSBORN,,20040208,1390,1322.88,20040213,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,435.84,566.1,PRIMARY,,,,,,,,,360,AB7,Drayton Valley/Grande Prairie,,,,20140315,,,20040211,998.5,,,,,,,,,,,,,,,,,0300277,5,,,,,,,22,CLASS G NEAT,Tonnes
100/11-11-089-07W6/00,NEW POOL WILDCAT,Deviated,MONTNEY FM,,OSBORN,,20040208,1390,1322.88,20040213,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,435.84,566.1,PRIMARY,,,,,,,,,360,AB7,Drayton Valley/Grande Prairie,,,,20140315,,,20040211,998.5,,,,,,,,,,,,,,,,,0300277,5,,,,,,,41,CLASS G NEAT,Tonnes
100/11-11-089-07W6/00,NEW POOL WILDCAT,Deviated,MONTNEY FM,,OSBORN,,20040208,1390,1322.88,20040213,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,435.84,566.1,PRIMARY,,,,,,,,,360,AB7,Drayton Valley/Grande Prairie,,,,20140315,,,20040211,998.5,,,,,,,,,,,,,,,,,0300277,5,,,,,,,14,GPSL/GPCEM/THX,Tonnes
100/06-36-037-02W4/00,NEW POOL WILDCAT,Vertical,2490,,PROVOST,,20061203,832.7,0,20061205,TECHNICOIL CORPORATION,,,,Abandoned Zone,449.4,236.5,PRIMARY,,,,,,,,,140,AB4,Medicine Hat,,,,20190115,,,20061205,681.8,,,,,,,,,,,,,,,,,0367013,4,,,,,,,13,CLASS A NEAT,Tonnes
100/06-36-037-02W4/00,NEW POOL WILDCAT,Vertical,2490,,PROVOST,,20061203,832.7,0,20061205,TECHNICOIL CORPORATION,,,,Abandoned Zone,449.4,236.5,PRIMARY,,,,,,,,,140,AB4,Medicine Hat,,,,20190115,,,20061205,681.8,,,,,,,,,,,,,,,,,0367013,4,,,,,,,13,GPSL/GPCEM/THX,Tonnes
100/16-32-008-12W4/00,OUTPOST,Vertical,SECOND WHITE SPECKS,CHERRY MFP8541 2WS,CHERRY,,20060104,598,0,20060105,AKITA DRILLING LTD,4,,20180801,Abandoned Zone Gas,508.79,315.5,PRIMARY,,541,537,,,7153.047,MFP8541 2WS,YES,140,AB3,Medicine Hat,0,56.608295,0,20190403,0,9,20060104,820.6,20.92,,0.05,2.3,,0.02,3.61,0.4,,0,0,,,,,,0345922,18,0,,1174.8,41487.67,,0,8.5,GPSL/GPCEM/THX,Tonnes
102/14-24-049-08W5/02,DEVELOPMENT,Horizontal,,PEMBINA CARDIUM,PEMBINA,,19570129,1875,1479.97,19960819,SEDCO DRILLING,525,,20001201,Abandoned Crude Oil,460.81,433.8,WATER FLOOD,Waterflood,1875,1350,,,6993.193,CARDIUM,,BWL,AB5,Drayton Valley/Grande Prairie,0,25157.984,6522.5337,20010527,1037,3999.8,19960818,890.9,2.9,5.84,86.87,1.9,1.74,23.93,6.34,2.07,,0,0,,,5,,52,0013003,1,0,,77.3,2729.8237,,0,0,SLOTTED LINER,
100/09-10-082-04W6/02,DEVELOPMENT,Horizontal,GOLATA FM,,GEORGE,,19990318,1820,1391.26,19990419,PRECISION DRILLING CORPORATION,,,,Abandoned & Whipstocked,363.73,260.4,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20090212,,,19990411,620.6,,,,,,,,,,,,,,,,,0221986,,,,,,,,22,CLASS G NEAT,Tonnes
100/09-10-082-04W6/02,DEVELOPMENT,Horizontal,GOLATA FM,,GEORGE,,19990318,1820,1391.26,19990419,PRECISION DRILLING CORPORATION,,,,Abandoned & Whipstocked,363.73,260.4,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20090212,,,19990411,620.6,,,,,,,,,,,,,,,,,0221986,,,,,,,,14.3,LIGHT WEIGHT,Tonnes
100/09-10-082-04W6/02,DEVELOPMENT,Horizontal,GOLATA FM,,GEORGE,,19990318,1820,1391.26,19990419,PRECISION DRILLING CORPORATION,,,,Abandoned & Whipstocked,363.73,260.4,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20090212,,,19990411,620.6,,,,,,,,,,,,,,,,,0221986,,,,,,,,10,CLASS G NEAT,Tonnes
100/05-34-048-07W5/00,DEVELOPMENT,Horizontal,CARDIUM SD,PEMBINA CARDIUM,PEMBINA,,20090223,2258,1348.87,20090309,TRINIDAD DRILLING LTD.,726,,20230401,Pumping Crude Oil,449.79,303.2,WATER FLOOD,Waterflood,2258,1531.9,,,244336.08,CARDIUM,YES,280,AB5,Drayton Valley/Grande Prairie,0,439967.88,207507.14,,32991,69949.3,20090308,747.9,228.34,731.18,182.37,2.84,9.94,56.27,770.55,10.43,,0,0,,,5,,52,0409026,,0,,6048.7,213607.83,,0,29,CLASS G NEAT,Tonnes
100/05-34-048-07W5/00,DEVELOPMENT,Horizontal,CARDIUM SD,PEMBINA CARDIUM,PEMBINA,,20090223,2258,1348.87,20090309,TRINIDAD DRILLING LTD.,726,,20230401,Pumping Crude Oil,449.79,303.2,WATER FLOOD,Waterflood,2258,1531.9,,,244336.08,CARDIUM,YES,280,AB5,Drayton Valley/Grande Prairie,0,439967.88,207507.14,,32991,69949.3,20090308,747.9,228.34,731.18,182.37,2.84,9.94,56.27,770.55,10.43,,0,0,,,5,,52,0409026,,0,,6048.7,213607.83,,0,31,LIGHT WEIGHT,Tonnes
100/05-34-048-07W5/00,DEVELOPMENT,Horizontal,CARDIUM SD,PEMBINA CARDIUM,PEMBINA,,20090223,2258,1348.87,20090309,TRINIDAD DRILLING LTD.,726,,20230401,Pumping Crude Oil,449.79,303.2,WATER FLOOD,Waterflood,2258,1531.9,,,244336.08,CARDIUM,YES,280,AB5,Drayton Valley/Grande Prairie,0,439967.88,207507.14,,32991,69949.3,20090308,747.9,228.34,731.18,182.37,2.84,9.94,56.27,770.55,10.43,,0,0,,,5,,52,0409026,,0,,6048.7,213607.83,,0,0,UNCEM CSG/LINER,
100/14-03-031-18W4/02,DEVELOPMENT,Horizontal,WABAMUN GRP,,MICHICHI,,20141113,2586,1358.95,20141205,PRECISION DRILLING CORPORATION,,,,Abandoned,449.9,434,,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20150304,,,20141130,880.2,,,,,,,,,,,,,,,,,0470776,5,,,,,,,21.5,CLASS A NEAT,Tonnes
100/14-03-031-18W4/02,DEVELOPMENT,Horizontal,WABAMUN GRP,,MICHICHI,,20141113,2586,1358.95,20141205,PRECISION DRILLING CORPORATION,,,,Abandoned,449.9,434,,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20150304,,,20141130,880.2,,,,,,,,,,,,,,,,,0470776,5,,,,,,,18,CLASS A NEAT,Tonnes
100/14-03-031-18W4/02,DEVELOPMENT,Horizontal,WABAMUN GRP,,MICHICHI,,20141113,2586,1358.95,20141205,PRECISION DRILLING CORPORATION,,,,Abandoned,449.9,434,,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20150304,,,20141130,880.2,,,,,,,,,,,,,,,,,0470776,5,,,,,,,19.5,LIGHT WEIGHT,Tonnes
100/14-03-031-18W4/02,DEVELOPMENT,Horizontal,WABAMUN GRP,,MICHICHI,,20141113,2586,1358.95,20141205,PRECISION DRILLING CORPORATION,,,,Abandoned,449.9,434,,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20150304,,,20141130,880.2,,,,,,,,,,,,,,,,,0470776,5,,,,,,,0,UNCEM CSG/LINER,
100/05-29-025-21W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,,HUSSAR,,20060204,1553,0,20060209,TRI-CITY DRILLING INC.,,,,Abandoned Zone,552.38,419.1,PRIMARY,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20210302,,,20060207,967.4,,,,,,,,,,,,,,,,,0347278,6,,,,,,,14.4,CLASS G NEAT,Cubic metres
100/05-29-025-21W4/00,DEVELOPMENT,Vertical,MANNVILLE GRP,,HUSSAR,,20060204,1553,0,20060209,TRI-CITY DRILLING INC.,,,,Abandoned Zone,552.38,419.1,PRIMARY,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20210302,,,20060207,967.4,,,,,,,,,,,,,,,,,0347278,6,,,,,,,24.1,GPSL/GPCEM/THX,Cubic metres
102/02-14-004-05W4/00,DEVELOPMENT,Vertical,SWIFT FM,MANYBERRIES SUNBURST II,MANYBERRIES,,19960113,1109,0,19960117,ARTISAN CORPORATION,7,,20050501,Abandoned Crude Oil,486.5,496.6,PRIMARY,Waterflood,1069.5,1062.5,,,50427.336,SUNBURST II,YES,BWL,AB3,Medicine Hat,0,3826.721,34372.56,20201121,5464.8,608.4,19960116,979.1,37.33,49.86,5.65,1.65,0.22,0.26,56.3,0.5,,0,0,,120,3,6449,35,0184400,1,0,,2636.8,93117.71,,0,12.5,CLASS A NEAT,Tonnes
102/02-14-004-05W4/00,DEVELOPMENT,Vertical,SWIFT FM,MANYBERRIES SUNBURST II,MANYBERRIES,,19960113,1109,0,19960117,ARTISAN CORPORATION,7,,20050501,Abandoned Crude Oil,486.5,496.6,PRIMARY,Waterflood,1069.5,1062.5,,,50427.336,SUNBURST II,YES,BWL,AB3,Medicine Hat,0,3826.721,34372.56,20201121,5464.8,608.4,19960116,979.1,37.33,49.86,5.65,1.65,0.22,0.26,56.3,0.5,,0,0,,120,3,6449,35,0184400,1,0,,2636.8,93117.71,,0,25,G + 2 PC GEL,Tonnes
102/02-14-004-05W4/00,DEVELOPMENT,Vertical,SWIFT FM,MANYBERRIES SUNBURST II,MANYBERRIES,,19960113,1109,0,19960117,ARTISAN CORPORATION,7,,20050501,Abandoned Crude Oil,486.5,496.6,PRIMARY,Waterflood,1069.5,1062.5,,,50427.336,SUNBURST II,YES,BWL,AB3,Medicine Hat,0,3826.721,34372.56,20201121,5464.8,608.4,19960116,979.1,37.33,49.86,5.65,1.65,0.22,0.26,56.3,0.5,,0,0,,120,3,6449,35,0184400,1,0,,2636.8,93117.71,,0,5,CLASS G NEAT,Tonnes
102/14-16-053-12W5/00,NEW POOL WILDCAT,Vertical,OLDMAN FM,,CARROT CREEK,,20090719,1066,0,20090723,TRINIDAD DRILLING LTD.,,,,Abandoned,430.5,433.3,PRIMARY,,,,,,,,,140,AB2,Drayton Valley/Grande Prairie,,,,20100804,,,20090722,860.5,,,,,,,,,,,,,,,,,0411119,3,,,,,,,10.3,CLASS G NEAT,Tonnes
102/14-16-053-12W5/00,NEW POOL WILDCAT,Vertical,OLDMAN FM,,CARROT CREEK,,20090719,1066,0,20090723,TRINIDAD DRILLING LTD.,,,,Abandoned,430.5,433.3,PRIMARY,,,,,,,,,140,AB2,Drayton Valley/Grande Prairie,,,,20100804,,,20090722,860.5,,,,,,,,,,,,,,,,,0411119,3,,,,,,,20.2,CLASS G NEAT,Tonnes
100/10-29-005-05W4/00,DEVELOPMENT,Deviated,SWIFT FM,MANYBERRIES SWIFT B,MANYBERRIES,,20041130,1122,1086.13,20041205,QUINTERA DRILLING LTD.,11,,20131201,Abandoned Crude Oil,486.5,482.6,WATER FLOOD,Waterflood,1087,1076,,,40683.645,SWIFT B,YES,280,AB3,Medicine Hat,0,1131216.8,33519.03,20201105,5329.1,179849.1,20041204,964.8,9.36,25.26,72.67,22.23,2.53,446.84,26.87,6.36,,0,0,,150,4,8081,32,0319211,3,0,,1176.7,41554.77,,0,14,CLASS G NEAT,Tonnes
100/10-29-005-05W4/00,DEVELOPMENT,Deviated,SWIFT FM,MANYBERRIES SWIFT B,MANYBERRIES,,20041130,1122,1086.13,20041205,QUINTERA DRILLING LTD.,11,,20131201,Abandoned Crude Oil,486.5,482.6,WATER FLOOD,Waterflood,1087,1076,,,40683.645,SWIFT B,YES,280,AB3,Medicine Hat,0,1131216.8,33519.03,20201105,5329.1,179849.1,20041204,964.8,9.36,25.26,72.67,22.23,2.53,446.84,26.87,6.36,,0,0,,150,4,8081,32,0319211,3,0,,1176.7,41554.77,,0,41,LIGHT WEIGHT,Tonnes
100/05-32-039-09W4/00,DEVELOPMENT,Vertical,JOLI FOU FM,,PROVOST,,19981016,804,0,19981018,ARTISAN CORPORATION,,,,Abandoned,374.61,359.2,PRIMARY,,,,,,,,YES,BWL,AB4,Medicine Hat,,,,20130715,,,19981017,729.8,,,,,,,,,,,,,,,,,0217406,1,,,,,,,8,CLASS G NEAT,Tonnes
100/05-32-039-09W4/00,DEVELOPMENT,Vertical,JOLI FOU FM,,PROVOST,,19981016,804,0,19981018,ARTISAN CORPORATION,,,,Abandoned,374.61,359.2,PRIMARY,,,,,,,,YES,BWL,AB4,Medicine Hat,,,,20130715,,,19981017,729.8,,,,,,,,,,,,,,,,,0217406,1,,,,,,,14,1:1:2 POZ,Tonnes
100/05-32-039-09W4/00,DEVELOPMENT,Vertical,JOLI FOU FM,,PROVOST,,19981016,804,0,19981018,ARTISAN CORPORATION,,,,Abandoned,374.61,359.2,PRIMARY,,,,,,,,YES,BWL,AB4,Medicine Hat,,,,20130715,,,19981017,729.8,,,,,,,,,,,,,,,,,0217406,1,,,,,,,4,CLASS G NEAT,Tonnes
102/05-18-034-09W4/00,DEVELOPMENT,Vertical,BELLY RIVER GRP,PROVOST BELLY RIVER B,PROVOST,,20020910,344,0,20020913,HERTZ DRILLING INC,2,,20080901,Abandoned Gas,366.7,409.5,PRIMARY,,169.2,166.8,,,6598.9717,BELLY RIVER B,,140,AB3,Medicine Hat,0,3327.939,0,20190114,0,529.1,20020912,775.2,107.58,,8.17,36.08,,4.55,18.55,6.22,,0,0,,,,,,0273380,3,0,,1083.8,38274.035,,0,1,CLASS A NEAT,Tonnes
102/05-18-034-09W4/00,DEVELOPMENT,Vertical,BELLY RIVER GRP,PROVOST BELLY RIVER B,PROVOST,,20020910,344,0,20020913,HERTZ DRILLING INC,2,,20080901,Abandoned Gas,366.7,409.5,PRIMARY,,169.2,166.8,,,6598.9717,BELLY RIVER B,,140,AB3,Medicine Hat,0,3327.939,0,20190114,0,529.1,20020912,775.2,107.58,,8.17,36.08,,4.55,18.55,6.22,,0,0,,,,,,0273380,3,0,,1083.8,38274.035,,0,5.5,GPSL/GPCEM/THX,Tonnes
100/04-25-033-07W4/00,OUTPOST,Vertical,OSTRACOD MEMBER,,PROVOST,,20010803,1017,0,20010806,NABORS DRILLING LIMITED,,,,Abandoned Zone,348.3,410,PRIMARY,,,,,,,,YES,280,AB3,Medicine Hat,,,,20110519,,,20010805,754.5,,,,,,,,,,,,,,,,,0257188,6,,,,,,,13,CLASS A NEAT,Tonnes
100/04-25-033-07W4/00,OUTPOST,Vertical,OSTRACOD MEMBER,,PROVOST,,20010803,1017,0,20010806,NABORS DRILLING LIMITED,,,,Abandoned Zone,348.3,410,PRIMARY,,,,,,,,YES,280,AB3,Medicine Hat,,,,20110519,,,20010805,754.5,,,,,,,,,,,,,,,,,0257188,6,,,,,,,21,GPSL/GPCEM/THX,Tonnes
100/06-11-054-02W6/02,DEEPER-POOLTEST,Deviated,SHAFTESBURY FM,,PINTO,,20061025,3070,3018.46,20061125,NABORS DRILLING LIMITED,,,,Abandoned,,,PRIMARY,,,,,,,,YES,140,AB1,Drayton Valley/Grande Prairie,,,,20070801,,,20061114,1452.9,,,,,,,,,,,,,,,,,0214451,1,,,,,,,23,CLASS G NEAT,Tonnes
100/06-11-054-02W6/02,DEEPER-POOLTEST,Deviated,SHAFTESBURY FM,,PINTO,,20061025,3070,3018.46,20061125,NABORS DRILLING LIMITED,,,,Abandoned,,,PRIMARY,,,,,,,,YES,140,AB1,Drayton Valley/Grande Prairie,,,,20070801,,,20061114,1452.9,,,,,,,,,,,,,,,,,0214451,1,,,,,,,28.3,LIGHT WEIGHT,Tonnes
100/06-11-054-02W6/02,DEEPER-POOLTEST,Deviated,SHAFTESBURY FM,,PINTO,,20061025,3070,3018.46,20061125,NABORS DRILLING LIMITED,,,,Abandoned,,,PRIMARY,,,,,,,,YES,140,AB1,Drayton Valley/Grande Prairie,,,,20070801,,,20061114,1452.9,,,,,,,,,,,,,,,,,0214451,1,,,,,,,15.3,LIGHT WEIGHT,Tonnes
100/04-25-033-07W4/03,OUTPOST,Vertical,OSTRACOD MEMBER,,PROVOST,,20010803,1017,0,20010806,NABORS DRILLING LIMITED,8,,20090701,Abandoned Gas,348.3,410,PRIMARY,,827,819,,,1204.2859,,YES,280,AB3,Medicine Hat,0,37.738865,16.982489,20110519,2.7,6,20010805,754.5,33.78,0.19,0.42,3.8,0.08,1.26,6.01,0.74,,0,0,,,,,,0257188,6,0,,195,6886.36,,0,13,CLASS A NEAT,Tonnes
100/04-25-033-07W4/03,OUTPOST,Vertical,OSTRACOD MEMBER,,PROVOST,,20010803,1017,0,20010806,NABORS DRILLING LIMITED,8,,20090701,Abandoned Gas,348.3,410,PRIMARY,,827,819,,,1204.2859,,YES,280,AB3,Medicine Hat,0,37.738865,16.982489,20110519,2.7,6,20010805,754.5,33.78,0.19,0.42,3.8,0.08,1.26,6.01,0.74,,0,0,,,,,,0257188,6,0,,195,6886.36,,0,21,GPSL/GPCEM/THX,Tonnes
100/16-13-046-15W4/00,OUTPOST,Vertical,WABAMUN GRP,BRUCE UPPER MANNVILLE B7B,BRUCE,,20030918,950,0,20030928,TRAILBLAZER DRILLING CORP.,1,,20051101,Abandoned Zone Gas,395.4,315.1,PRIMARY,,897,896,,,37130.938,UPPER MANNVILLE B7B,,140,AB5,Medicine Hat,0,10642.359,0,20111223,0,1692,20030927,706.5,461.13,,8.06,27.17,,33.58,79.51,4.68,,0,0,,,,,,0293034,2,0,,6098.3,215359.44,,0,5.7,CLASS C NEAT,Tonnes
100/16-13-046-15W4/00,OUTPOST,Vertical,WABAMUN GRP,BRUCE UPPER MANNVILLE B7B,BRUCE,,20030918,950,0,20030928,TRAILBLAZER DRILLING CORP.,1,,20051101,Abandoned Zone Gas,395.4,315.1,PRIMARY,,897,896,,,37130.938,UPPER MANNVILLE B7B,,140,AB5,Medicine Hat,0,10642.359,0,20111223,0,1692,20030927,706.5,461.13,,8.06,27.17,,33.58,79.51,4.68,,0,0,,,,,,0293034,2,0,,6098.3,215359.44,,0,15,LIGHT WEIGHT,Tonnes
100/15-03-087-09W5/00,NEW POOL WILDCAT,Deviated,PRECAMBRIAN SYSTEM,,LOON,,20020725,1575,1466.26,20020806,SEAMANS DRILLING INC.,,,,Abandoned Zone,280.01,249.5,PRIMARY,,,,,,,,YES,280,AB7,Athabasca/Peace River,,,,20150629,,,20020804,524.3,,,,,,,,,,,,,,,,,0271992,3,,,,,,,26,CLASS G NEAT,Tonnes
100/15-03-087-09W5/00,NEW POOL WILDCAT,Deviated,PRECAMBRIAN SYSTEM,,LOON,,20020725,1575,1466.26,20020806,SEAMANS DRILLING INC.,,,,Abandoned Zone,280.01,249.5,PRIMARY,,,,,,,,YES,280,AB7,Athabasca/Peace River,,,,20150629,,,20020804,524.3,,,,,,,,,,,,,,,,,0271992,3,,,,,,,37,CLASS G NEAT,Tonnes
100/15-03-087-09W5/00,NEW POOL WILDCAT,Deviated,PRECAMBRIAN SYSTEM,,LOON,,20020725,1575,1466.26,20020806,SEAMANS DRILLING INC.,,,,Abandoned Zone,280.01,249.5,PRIMARY,,,,,,,,YES,280,AB7,Athabasca/Peace River,,,,20150629,,,20020804,524.3,,,,,,,,,,,,,,,,,0271992,3,,,,,,,13,CLASS G NEAT,Tonnes
104/09-27-040-12W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST ELLERSLIE D,PROVOST,,19930228,1059,1006.77,19930305,CAYMAN VENTURES LTD.,3,,20140201,Abandoned Crude Oil,399.2,335.2,PRIMARY,,1028.4,1025.2,,,27498.184,ELLERSLIE D,,BWL,AB4,Medicine Hat,0,2574869.2,25586.32,20160308,4067.9,409371.5,19930304,730.9,2.56,7.15,387.66,2.86,1.34,294.68,7.59,1.83,,0,0,,184,3,6464,34,0155320,2,0,,314,11088.806,,0,12.5,CLASS A NEAT,Tonnes
104/09-27-040-12W4/00,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST ELLERSLIE D,PROVOST,,19930228,1059,1006.77,19930305,CAYMAN VENTURES LTD.,3,,20140201,Abandoned Crude Oil,399.2,335.2,PRIMARY,,1028.4,1025.2,,,27498.184,ELLERSLIE D,,BWL,AB4,Medicine Hat,0,2574869.2,25586.32,20160308,4067.9,409371.5,19930304,730.9,2.56,7.15,387.66,2.86,1.34,294.68,7.59,1.83,,0,0,,184,3,6464,34,0155320,2,0,,314,11088.806,,0,6.6,GPSL/GPCEM/THX,Tonnes
